,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
412,34.66362021,0.05273634,0.05279723,0.00304275,0.00304626,3.10156250,3.10156250,4.51953125,4.51953125,0.00630677,0.00631382,221.87500000,221.87500000,2353.35593114,2355.98578962,718.35963075,718.33758964,40.53624471,40.53624471,108.36720469,108.36461164
413,34.67282981,0.03903864,0.03900087,0.00225183,0.00224965,3.10546875,3.10546875,4.51953125,4.51953125,0.00466758,0.00466289,223.62500000,223.62500000,1742.55982934,1740.80928813,719.99577431,719.97560964,40.85596720,40.85596720,108.87714424,108.87476831
414,34.73130834,0.01858318,0.01860137,0.00107011,0.00107116,3.10742188,3.10742188,4.52343750,4.52343750,0.00221863,0.00222071,224.50000000,224.50000000,830.89247011,831.67509874,721.20487717,721.18353265,40.97015381,40.97015381,109.03734333,109.03482924
415,34.75280367,0.01810977,0.01804461,0.00104220,0.00103845,3.10937500,3.10937500,4.52343750,4.52343750,0.00216095,0.00215309,225.37500000,225.37500000,810.22645460,807.28132192,721.78069199,721.75990666,41.17568970,41.17568970,109.36590918,109.36345634
416,34.77397447,0.02410735,0.02409999,0.00138652,0.00138609,3.10937500,3.10937500,4.52734375,4.52734375,0.00287509,0.00287411,225.37500000,225.37500000,1079.21400477,1078.84439307,722.34174307,722.31893523,41.17568970,41.17568970,109.43211773,109.42942622
417,34.89576749,0.02240698,0.02234217,0.00128422,0.00128051,3.11132812,3.11132812,4.52734375,4.52734375,0.00266423,0.00265643,226.25000000,226.25000000,1006.60657135,1003.65795582,723.08838173,723.06534185,41.38158162,41.38158162,109.78361956,109.78089544
418,34.98946337,0.11982949,0.11993260,0.00684946,0.00685536,3.11328125,3.11328125,4.52734375,4.52734375,0.01421493,0.01422664,227.25000000,227.25000000,5397.64989122,5402.09425616,723.78409375,723.75903900,41.56448364,41.56448364,109.96867093,109.96570882
419,35.22944889,0.05705281,0.05704210,0.00323893,0.00323832,3.11914062,3.11914062,4.53515625,4.53515625,0.00672805,0.00672654,229.87500000,229.87500000,2587.53733728,2586.95561914,727.50330876,727.48143673,42.11475372,42.11475372,111.05300732,111.05041115
420,35.33696425,0.03601509,0.03598674,0.00203838,0.00203678,3.12304688,3.12304688,4.53906250,4.53906250,0.00423595,0.00423246,231.62500000,231.62500000,1638.39044459,1637.04008912,729.27950855,729.25729095,42.41180420,42.41180420,111.48239314,111.47975329
421,35.44842819,0.01677283,0.01678931,0.00094632,0.00094725,3.12500000,3.12500000,4.53906250,4.53906250,0.00196738,0.00196924,232.62500000,232.62500000,765.43271828,766.15626119,730.40193868,730.37883081,42.61857351,42.61857351,111.82997254,111.82722330
422,35.53716489,0.04019160,0.04011639,0.00226195,0.00225771,3.12500000,3.12500000,4.54296875,4.54296875,0.00470412,0.00469514,233.50000000,233.50000000,1838.74631161,1835.23742499,730.92573135,730.90313500,42.77887980,42.77887980,111.98606597,111.98337758
423,35.53868764,0.00777402,0.00777912,0.00043750,0.00043778,3.12695312,3.12695312,4.54296875,4.54296875,0.00090986,0.00091042,234.37500000,234.37500000,355.67298677,355.89299854,732.18247115,732.15751733,42.98686981,42.98686981,112.48783488,112.48485811
424,35.53868764,0.00777402,0.00777912,0.00043750,0.00043778,3.12890625,3.12890625,4.54296875,4.54296875,0.00090986,0.00091042,234.37500000,234.37500000,355.67298677,355.89299854,732.42531636,732.40052101,42.98686981,42.98686981,112.51429183,112.51133409
425,35.54660489,0.05327236,0.05311382,0.00299732,0.00298840,3.12890625,3.12890625,4.54296875,4.54296875,0.00623369,0.00621491,234.37500000,234.37500000,2437.83189774,2430.48703471,732.66808108,732.64344410,42.98686981,42.98686981,112.54325024,112.54031140
426,35.64997626,0.08827479,0.08825986,0.00495231,0.00495147,3.13085938,3.13085938,4.54687500,4.54687500,0.01030358,0.01030146,236.25000000,236.25000000,4051.34907963,4050.51384811,734.32986384,734.30028137,43.33076477,43.33076477,113.03748227,113.03394786
427,35.69988233,0.05300684,0.05293706,0.00296958,0.00296567,3.13671875,3.13671875,4.55078125,4.55078125,0.00617956,0.00617120,239.00000000,239.00000000,2436.14081330,2432.84398739,737.08323683,737.05319826,43.83514404,43.83514404,113.84039711,113.83679997
428,35.70518738,0.06730722,0.06736734,0.00377016,0.00377353,3.13867188,3.13867188,4.55468750,4.55468750,0.00784569,0.00785241,240.00000000,240.00000000,3093.83182827,3096.48020059,738.73394319,738.70174025,44.01855469,44.01855469,114.13975154,114.13589556
429,35.87513816,0.00879496,0.00881936,0.00049031,0.00049167,3.14257812,3.14257812,4.55859375,4.55859375,0.00102098,0.00102378,241.87500000,241.87500000,406.19167964,407.30379247,740.82499327,740.79466875,44.46086884,44.46086884,114.93723629,114.93359157
430,35.87513816,0.00879496,0.00881936,0.00049031,0.00049167,3.14453125,3.14453125,4.55859375,4.55859375,0.00102098,0.00102378,241.87500000,241.87500000,406.19167964,407.30379247,741.09909077,741.06952781,44.46086884,44.46086884,115.01487175,115.01131592
431,36.25222637,0.03510469,0.03507584,0.00193669,0.00193510,3.14453125,3.14453125,4.55859375,4.55859375,0.00403847,0.00403501,242.75000000,242.75000000,1638.33828024,1636.93084628,741.37308692,741.34428496,44.62170919,44.62170919,115.14143449,115.13797019
432,36.30726690,0.09161551,0.09169914,0.00504668,0.00505128,3.14648438,3.14648438,4.56250000,4.56250000,0.01052569,0.01053491,243.75000000,243.75000000,4282.19352179,4285.94337494,742.47719985,742.44749288,44.70634460,44.70634460,115.26405866,115.26048778
433,36.41323464,0.06476137,0.06480286,0.00355702,0.00355930,3.15039062,3.15234375,4.56640625,4.56640625,0.00742167,0.00742615,245.62500000,245.62500000,3035.84086581,3037.67331385,745.35534198,745.32826530,45.15018463,45.15018463,116.10887462,116.15015638
434,36.81127800,0.05159460,0.05163277,0.00280319,0.00280527,3.15429688,3.15429688,4.57031250,4.57031250,0.00585733,0.00586145,247.62500000,247.62500000,2445.05601723,2446.77429166,747.38907316,747.36329611,45.46744029,45.46744029,116.52772955,116.52462088
435,36.91975674,0.04676290,0.04680946,0.00253322,0.00253574,3.15820312,3.15820312,4.57421875,4.57421875,0.00529530,0.00530037,249.50000000,249.50000000,2222.61386060,2224.74412603,749.02301880,748.99844503,45.93861898,45.93861898,117.38259683,117.37962068
436,36.97599893,0.00298459,0.00299826,0.00016143,0.00016217,3.16015625,3.16015625,4.57812500,4.57812500,0.00033752,0.00033905,250.50000000,250.50000000,142.07186758,142.71754470,750.50522754,750.48212157,46.07177734,46.07177734,117.58634044,117.58354296
437,36.97599893,0.00298459,0.00299826,0.00016143,0.00016217,3.16015625,3.16015625,4.57812500,4.57812500,0.00033752,0.00033905,250.50000000,250.50000000,142.07186758,142.71754470,750.59987239,750.57719945,46.07177734,46.07177734,117.59779926,117.59505421
