,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
506,51.07881860,0.11591583,0.11530431,0.96003342,0.96005332,793.50000000,793.50000000,1372.00000000,1372.00000000,51.79729843,51.79902649,58.02723992,58.02939079
507,51.17976290,0.11050090,0.10997781,0.96046931,0.96048713,796.00000000,796.00000000,1373.00000000,1373.00000000,51.99216843,51.99372864,58.22513147,58.22707486
508,51.28070721,0.10644880,0.10609783,0.96088839,0.96090484,799.00000000,799.00000000,1373.00000000,1373.00000000,52.22502136,52.22646332,58.46009164,58.46188304
509,51.38165152,0.10399799,0.10387711,0.96129704,0.96131301,801.50000000,801.50000000,1374.00000000,1374.00000000,52.45721436,52.45864105,58.69901516,58.70078967
510,51.48259582,0.10315751,0.10329335,0.96170157,0.96171808,804.00000000,804.00000000,1375.00000000,1375.00000000,52.65002060,52.65148163,58.89875176,58.90056501
511,51.58354013,0.10370435,0.10409003,0.96210742,0.96212548,806.50000000,806.50000000,1376.00000000,1376.00000000,52.84313202,52.84474182,59.09867842,59.10067817
512,51.68448443,0.10524861,0.10584651,0.96251857,0.96253890,809.00000000,809.00000000,1377.00000000,1377.00000000,53.03694534,53.03875732,59.29930465,59.30155731
513,51.78542874,0.10731819,0.10806714,0.96293694,0.96296024,812.00000000,812.00000000,1378.00000000,1378.00000000,53.27097321,53.27302933,59.53961869,59.54217132
514,51.88637304,0.10944489,0.11027089,0.96336281,0.96338928,814.50000000,814.50000000,1379.00000000,1379.00000000,53.46652985,53.46888351,59.74201852,59.74493074
515,51.98731735,0.11126632,0.11209521,0.96379489,0.96382457,817.50000000,817.50000000,1380.00000000,1380.00000000,53.70225906,53.70493317,59.98396171,59.98727943
516,52.08826165,0.11257395,0.11334337,0.96423119,0.96426392,820.00000000,820.00000000,1381.00000000,1381.00000000,53.89921951,53.90217590,60.18770699,60.19136747
517,52.18920596,0.11335311,0.11402130,0.96466970,0.96470499,823.00000000,823.00000000,1382.00000000,1382.00000000,54.13606644,54.13926697,60.43055079,60.43450445
518,52.29015027,0.11371793,0.11426680,0.96510875,0.96514618,826.00000000,826.00000000,1383.00000000,1383.00000000,54.37324524,54.37663651,60.67354033,60.67773456
519,52.39109457,0.11389965,0.11433127,0.96554768,0.96558672,828.50000000,828.50000000,1384.00000000,1384.00000000,54.61071396,54.61425400,60.92196391,60.92634551
520,52.49203888,0.11415227,0.11447978,0.96598673,0.96602702,831.50000000,831.50000000,1385.00000000,1385.00000000,54.84843445,54.85211182,61.16511571,61.16965771
521,52.59298318,0.11469618,0.11493195,0.96642697,0.96646821,834.50000000,834.50000000,1386.00000000,1386.00000000,55.08655167,55.09032440,61.40848284,61.41313842
522,52.69392749,0.11564486,0.11578914,0.96687007,0.96691185,837.50000000,837.50000000,1387.00000000,1387.00000000,55.32521820,55.32905579,61.65226225,61.65699047
523,52.79487179,0.11698816,0.11702764,0.96731740,0.96735936,840.50000000,840.50000000,1388.00000000,1388.00000000,55.56454468,55.56841278,61.89657638,61.90134589
524,52.89581610,0.11857844,0.11848149,0.96777004,0.96781158,843.50000000,843.50000000,1389.00000000,1389.00000000,55.80463791,55.80847931,62.14157831,62.14630451
525,52.99676040,0.12018244,0.11991241,0.96822786,0.96826839,846.50000000,846.50000000,1390.00000000,1390.00000000,56.04550552,56.04927444,62.38724072,62.39187956
526,53.09770471,0.12151950,0.12104621,0.96868986,0.96872860,849.50000000,849.50000000,1391.00000000,1391.00000000,56.28703690,56.29064941,62.63901826,62.64346258
527,53.19864902,0.12233068,0.12164235,0.96915412,0.96919024,852.50000000,852.50000000,1392.00000000,1392.00000000,56.52909470,56.53247452,62.88562377,62.88978119
528,53.29959332,0.12243385,0.12154495,0.96961790,0.96965063,855.50000000,855.50000000,1394.00000000,1394.00000000,56.77137756,56.77443314,63.14345905,63.14721398
529,53.40053763,0.12175544,0.12070772,0.97007817,0.97010702,859.00000000,859.00000000,1395.00000000,1395.00000000,57.01361847,57.01631927,63.38416474,63.38748938
530,53.50148193,0.12033743,0.11919391,0.97053230,0.97055680,862.00000000,862.00000000,1396.00000000,1396.00000000,57.25558090,57.25790024,63.62985394,63.63270461
531,53.60242624,0.11831770,0.11715237,0.97097790,0.97099799,865.00000000,865.00000000,1397.00000000,1397.00000000,57.49703598,57.49892426,63.88033634,63.88265797
532,53.70337054,0.11588940,0.11477502,0.97141361,0.97142947,868.00000000,868.00000000,1398.00000000,1398.00000000,57.73780441,57.73931885,64.12403664,64.12589974
533,53.80431485,0.11325936,0.11225292,0.97183859,0.97185069,870.50000000,870.50000000,1399.00000000,1399.00000000,57.97784042,57.97900391,64.37807334,64.37949621
534,53.90525915,0.11058852,0.10973125,0.97225273,0.97226167,873.50000000,873.50000000,1400.00000000,1400.00000000,58.21712112,58.21796799,64.61944156,64.62048386
535,54.00620346,0.10798175,0.10729375,0.97265643,0.97266275,876.50000000,876.50000000,1401.00000000,1401.00000000,58.45563126,58.45624542,64.86541663,64.86616418
536,54.10714777,0.10544473,0.10492911,0.97304988,0.97305429,879.00000000,879.00000000,1402.00000000,1402.00000000,58.65338898,58.65382767,65.06588248,65.06642065
537,54.20809207,0.10291955,0.10256842,0.97343314,0.97343630,881.50000000,881.50000000,1403.00000000,1403.00000000,58.85039902,58.85069275,65.27109180,65.27145449
538,54.30903638,0.10029370,0.10009408,0.97380602,0.97380835,884.00000000,884.00000000,1404.00000000,1404.00000000,59.04655838,59.04678345,65.46925820,65.46952996
539,54.40998068,0.09744426,0.09738862,0.97416759,0.97416973,887.00000000,887.00000000,1404.00000000,1404.00000000,59.28194427,59.28214264,65.70470427,65.70495388
540,54.51092499,0.09427355,0.09435590,0.97451675,0.97451919,889.00000000,889.00000000,1405.00000000,1405.00000000,59.43606186,59.43630600,65.86158982,65.86189019
541,54.61186929,0.09075994,0.09098480,0.97485226,0.97485554,891.50000000,891.50000000,1406.00000000,1406.00000000,59.66930771,59.66963577,66.10589451,66.10629537
542,54.71281360,0.08694743,0.08732342,0.97517306,0.97517776,894.00000000,894.00000000,1407.00000000,1407.00000000,59.86117554,59.86162949,66.30406853,66.30463137
543,54.81375790,0.08298522,0.08352099,0.97547871,0.97548538,896.00000000,896.00000000,1408.00000000,1408.00000000,60.01152420,60.01216888,66.45599870,66.45678030
544,54.91470221,0.07910386,0.07980414,0.97576952,0.97577876,898.00000000,898.00000000,1408.00000000,1408.00000000,60.16051483,60.16142273,66.60614788,66.60725865
545,55.01564651,0.07559450,0.07645339,0.97604692,0.97605932,900.00000000,900.00000000,1409.00000000,1409.00000000,60.34854507,60.34976959,66.79928442,66.80076839
546,55.11659082,0.07275522,0.07375283,0.97631347,0.97632951,902.00000000,902.00000000,1410.00000000,1410.00000000,60.49539185,60.49697495,66.95265899,66.95459307
547,55.21753513,0.07084794,0.07194843,0.97657245,0.97659254,904.00000000,904.00000000,1410.00000000,1410.00000000,60.64160538,60.64358521,67.09304849,67.09546694
548,55.31847943,0.07005028,0.07121126,0.97682816,0.97685242,906.00000000,906.00000000,1411.00000000,1411.00000000,60.82789993,60.83028030,67.28979727,67.29269731
549,55.41942374,0.07042862,0.07160180,0.97708470,0.97711325,907.50000000,907.50000000,1412.00000000,1412.00000000,60.93376923,60.93659210,67.39753165,67.40096707
550,55.52036804,0.07188527,0.07303605,0.97734612,0.97737885,909.50000000,909.50000000,1412.00000000,1412.00000000,61.12081909,61.12405396,67.58892856,67.59286576
551,55.62131235,0.07419667,0.07531319,0.97761542,0.97765219,911.50000000,911.50000000,1413.00000000,1413.00000000,61.26847839,61.27211761,67.73674238,67.74116503
552,55.72225665,0.07702865,0.07812852,0.97789448,0.97793531,913.50000000,913.50000000,1414.00000000,1414.00000000,61.41717148,61.42122269,67.89187610,67.89680844
553,55.82320096,0.07998719,0.08111540,0.97818375,0.97822863,915.50000000,915.50000000,1415.00000000,1415.00000000,61.60736465,61.61184311,68.09294150,68.09839318
554,55.92414526,0.08267285,0.08388934,0.97848225,0.97853148,918.00000000,918.00000000,1415.00000000,1415.00000000,61.79863739,61.80354309,68.27659371,68.28255559
555,56.02508957,0.08474501,0.08610470,0.97878760,0.97884178,920.00000000,920.00000000,1416.00000000,1416.00000000,61.95032883,61.95574951,68.43509516,68.44168084
556,56.12603388,0.08595335,0.08748021,0.97909677,0.97915643,922.50000000,922.50000000,1417.00000000,1417.00000000,62.14293289,62.14890671,68.63252314,68.63976687
557,56.22697818,0.08617363,0.08783560,0.97940618,0.97947180,925.00000000,925.00000000,1418.00000000,1418.00000000,62.33572769,62.34233093,68.83004254,68.83804420
558,56.32792249,0.08539666,0.08710476,0.97971231,0.97978401,927.00000000,927.00000000,1419.00000000,1419.00000000,62.52835464,62.53557205,69.02721798,69.03596864
559,56.42886679,0.08372797,0.08533263,0.98001182,0.98008931,929.50000000,929.50000000,1419.00000000,1419.00000000,62.72045517,62.72827911,69.21729095,69.22678144
560,56.52981110,0.08134820,0.08266942,0.98030233,0.98038459,931.50000000,931.50000000,1420.00000000,1420.00000000,62.87128830,62.87960815,69.37428303,69.38436093
561,56.63075540,0.07848808,0.07935115,0.98058218,0.98066747,933.50000000,933.50000000,1421.00000000,1421.00000000,63.06167603,63.07030869,69.57471918,69.58518308
562,56.73169971,0.07539959,0.07567584,0.98085052,0.98093677,935.50000000,935.50000000,1422.00000000,1422.00000000,63.21049881,63.21924210,69.72911074,69.73970541
563,56.83264401,0.07233171,0.07197446,0.98110741,0.98119241,937.50000000,937.50000000,1422.00000000,1422.00000000,63.35824966,63.36687469,69.86933119,69.87977853
564,56.93358832,0.06951260,0.06857722,0.98135394,0.98143560,939.50000000,939.50000000,1423.00000000,1423.00000000,63.54559708,63.55394745,70.06580643,70.07591249
565,57.03453263,0.06713676,0.06577934,0.98159158,0.98166847,941.00000000,941.00000000,1423.00000000,1423.00000000,63.65102005,63.65886307,70.17179266,70.18129168
566,57.13547693,0.06535367,0.06380797,0.98182249,0.98189390,943.00000000,943.00000000,1424.00000000,1424.00000000,63.79640198,63.80368805,70.31525458,70.32407565
567,57.23642124,0.06425492,0.06279222,0.98204917,0.98211539,944.50000000,944.50000000,1425.00000000,1425.00000000,63.94142532,63.94819260,70.47113829,70.47932488
568,57.33736554,0.06388498,0.06276526,0.98227412,0.98233640,946.00000000,946.00000000,1425.00000000,1425.00000000,64.04573822,64.05210876,70.56911906,70.57681973
569,57.43830985,0.06422766,0.06365206,0.98249984,0.98256016,948.00000000,948.00000000,1426.00000000,1426.00000000,64.23146057,64.23767853,70.76324047,70.77075785
570,57.53925415,0.06522411,0.06529771,0.98272872,0.98278922,949.50000000,949.50000000,1426.00000000,1426.00000000,64.33631897,64.34251404,70.86824292,70.87573512
571,57.64019846,0.06677824,0.06749002,0.98296261,0.98302561,951.50000000,951.50000000,1427.00000000,1427.00000000,64.52309418,64.52960205,71.06347132,71.07133314
572,57.74114276,0.06876298,0.06998596,0.98320299,0.98327035,953.00000000,953.00000000,1428.00000000,1428.00000000,64.62928009,64.63622284,71.16996618,71.17834737
573,57.84208707,0.07103062,0.07254276,0.98345095,0.98352355,955.00000000,955.00000000,1428.00000000,1428.00000000,64.77699280,64.78449249,71.31564948,71.32470035
574,57.94303138,0.07341807,0.07494129,0.98370677,0.98378468,957.00000000,957.00000000,1429.00000000,1429.00000000,64.96637726,64.97443390,71.51377061,71.52350065
575,58.04397568,0.07576097,0.07700212,0.98397028,0.98405248,959.00000000,959.00000000,1430.00000000,1430.00000000,65.11592102,65.12445831,71.66806272,71.67835501
576,58.14491999,0.07789669,0.07860115,0.98424071,0.98432541,961.00000000,961.00000000,1431.00000000,1431.00000000,65.26628113,65.27510071,71.82326248,71.83391507
577,58.24586429,0.07967481,0.07966479,0.98451692,0.98460150,963.50000000,963.50000000,1431.00000000,1431.00000000,65.49892426,65.50772095,72.05569137,72.06629427
578,58.34680860,0.08097859,0.08017862,0.98479712,0.98487896,965.50000000,965.50000000,1432.00000000,1432.00000000,65.65052795,65.65907288,72.21220174,72.22250377
579,58.44775290,0.08172251,0.08016553,0.98507941,0.98515588,967.50000000,967.50000000,1433.00000000,1433.00000000,65.80248260,65.81047058,72.36905840,72.37868278
580,58.54869721,0.08186586,0.07967997,0.98536170,0.98543060,970.00000000,970.00000000,1434.00000000,1434.00000000,65.99535370,66.00259399,72.56413030,72.57284212
581,58.64964151,0.08140838,0.07878827,0.98564190,0.98570180,972.00000000,972.00000000,1434.00000000,1434.00000000,66.18816376,66.19446564,72.75897684,72.76656627
582,58.75058582,0.08037295,0.07754235,0.98591810,0.98596829,974.00000000,974.00000000,1435.00000000,1435.00000000,66.33983612,66.34510040,72.91522733,72.92156900
583,58.85153013,0.07879726,0.07597495,0.98618841,0.98622894,976.00000000,976.00000000,1436.00000000,1436.00000000,66.49095154,66.49520111,73.07072599,73.07585317
584,58.95247443,0.07669906,0.07406745,0.98645109,0.98648256,978.00000000,978.00000000,1437.00000000,1437.00000000,66.68227386,66.68561554,73.27028028,73.27429379
585,59.05341874,0.07407102,0.07175709,0.98670429,0.98672789,980.00000000,980.00000000,1437.00000000,1437.00000000,66.83181763,66.83431244,73.41690702,73.41991490
586,59.15436304,0.07088714,0.06895886,0.98694623,0.98696321,981.50000000,981.50000000,1438.00000000,1438.00000000,66.98024750,66.98204041,73.56894454,73.57110630
587,59.25530735,0.06711279,0.06558426,0.98717487,0.98718667,983.50000000,983.50000000,1439.00000000,1439.00000000,67.12736511,67.12861633,73.71934072,73.72083225
588,59.35625165,0.06273467,0.06157966,0.98738825,0.98739612,985.00000000,985.00000000,1439.00000000,1439.00000000,67.23197174,67.23280334,73.82280734,73.82381286
589,59.45719596,0.05779237,0.05695889,0.98758453,0.98758954,986.50000000,986.50000000,1440.00000000,1440.00000000,67.37577820,67.37630463,73.97599435,73.97661445
590,59.55814026,0.05240351,0.05182835,0.98776215,0.98776525,988.00000000,988.00000000,1440.00000000,1440.00000000,67.47669220,67.47701263,74.06802725,74.06841269
591,59.65908457,0.04677166,0.04639172,0.98792040,0.98792225,989.50000000,989.50000000,1441.00000000,1441.00000000,67.61658478,67.61677551,74.21640299,74.21663766
592,59.76002887,0.04117390,0.04093346,0.98805952,0.98806053,990.50000000,990.50000000,1441.00000000,1441.00000000,67.71345520,67.71357727,74.31732762,74.31747007
593,59.86097318,0.03593098,0.03578512,0.98818070,0.98818123,991.50000000,991.50000000,1441.00000000,1441.00000000,67.76744080,67.76749420,74.36404068,74.36409929
594,59.96191749,0.03135905,0.03127418,0.98828626,0.98828650,992.00000000,992.00000000,1442.00000000,1442.00000000,67.81975555,67.81978607,74.42955118,74.42958467
595,60.06286179,0.02771783,0.02767046,0.98837948,0.98837954,993.00000000,993.00000000,1442.00000000,1442.00000000,67.91183472,67.91183472,74.51770915,74.51771765
596,60.16380610,0.02516940,0.02514342,0.98846394,0.98846388,993.50000000,993.50000000,1442.00000000,1442.00000000,67.96190643,67.96189117,74.56661060,74.56659386
597,60.26475040,0.02375501,0.02374469,0.98854351,0.98854345,994.00000000,994.00000000,1442.00000000,1442.00000000,67.97042847,67.97041321,74.57684362,74.57682688
598,60.36569471,0.02337737,0.02337889,0.98862165,0.98862159,995.00000000,995.00000000,1443.00000000,1443.00000000,68.06091309,68.06089020,74.67000519,74.66998008
599,60.46663901,0.02383806,0.02384857,0.98870128,0.98870122,995.50000000,995.50000000,1443.00000000,1443.00000000,68.11051941,68.11051941,74.71832329,74.71831477
600,60.56758332,0.02485354,0.02487970,0.98878413,0.98878419,996.00000000,996.00000000,1443.00000000,1443.00000000,68.16049194,68.16047668,74.77405467,74.77403793
601,60.66852762,0.02611929,0.02616998,0.98887104,0.98887128,997.00000000,997.00000000,1443.00000000,1443.00000000,68.21086884,68.21089935,74.81628162,74.81632363
602,60.76947193,0.02735333,0.02744544,0.98896188,0.98896247,997.50000000,997.50000000,1444.00000000,1444.00000000,68.26171875,68.26177979,74.87305301,74.87312850
603,60.87041624,0.02833404,0.02849439,0.98905587,0.98905694,998.50000000,998.50000000,1444.00000000,1444.00000000,68.35398102,68.35409546,74.96827739,74.96841997
604,60.97136054,0.02893356,0.02920091,0.98915166,0.98915362,999.00000000,999.00000000,1444.00000000,1444.00000000,68.40538025,68.40559387,75.01868053,75.01894040
605,61.07230485,0.02912097,0.02954766,0.98924792,0.98925132,1000.00000000,1000.00000000,1445.00000000,1445.00000000,68.45682526,68.45720673,75.07615046,75.07662005
606,61.17324915,0.02895240,0.02960376,0.98934352,0.98934901,1000.50000000,1000.50000000,1445.00000000,1445.00000000,68.50823975,68.50882721,75.12656603,75.12727013
607,61.27419346,0.02854541,0.02949568,0.98943752,0.98944622,1001.50000000,1001.50000000,1445.00000000,1445.00000000,68.60059357,68.60155487,75.21479708,75.21594529
608,61.37513776,0.02804742,0.02937077,0.98952979,0.98954284,1002.00000000,1002.00000000,1445.00000000,1445.00000000,68.65167999,68.65306854,75.27182040,75.27348855
609,61.47608207,0.02760049,0.02935702,0.98962045,0.98963922,1003.00000000,1003.00000000,1446.00000000,1446.00000000,68.70258331,68.70459747,75.32156765,75.32399027
610,61.57702637,0.02732284,0.02954058,0.98971003,0.98973608,1004.00000000,1004.00000000,1446.00000000,1446.00000000,68.79448700,68.79732513,75.41624405,75.41963876
611,61.67797068,0.02727625,0.02993217,0.98979932,0.98983407,1004.50000000,1004.50000000,1446.00000000,1446.00000000,68.84529114,68.84906769,75.46585215,75.47037002
612,61.77891499,0.02746414,0.03046888,0.98988909,0.98993361,1005.50000000,1005.50000000,1447.00000000,1447.00000000,68.93725586,68.94210815,75.56764175,75.57345128
613,61.87985929,0.02783158,0.03102324,0.98997986,0.99003482,1006.00000000,1006.00000000,1447.00000000,1447.00000000,68.94713593,68.95308685,75.57238544,75.57951071
614,61.98080360,0.02827111,0.03142263,0.99007195,0.99013716,1007.00000000,1007.00000000,1447.00000000,1447.00000000,69.03938293,69.04647827,75.66032446,75.66880692
615,62.08174790,0.02864077,0.03148281,0.99016511,0.99023956,1008.00000000,1008.00000000,1448.00000000,1448.00000000,69.13181305,69.13990784,75.76263689,75.77232792
616,62.18269221,0.02878736,0.03104446,0.99025857,0.99034035,1008.50000000,1008.50000000,1448.00000000,1448.00000000,69.18312073,69.19199371,75.81278394,75.82340535
617,62.28363651,0.02857283,0.03000665,0.99035120,0.99043763,1009.50000000,1009.50000000,1448.00000000,1448.00000000,69.23435974,69.24375153,75.86283797,75.87406233
618,62.38458082,0.02790000,0.02835028,0.99044144,0.99052936,1010.00000000,1010.00000000,1448.00000000,1448.00000000,69.28533173,69.29489899,75.91255580,75.92398948
619,62.48552512,0.02673179,0.02614541,0.99052781,0.99061388,1011.00000000,1011.00000000,1449.00000000,1449.00000000,69.37705994,69.38644409,76.01400167,76.02522743
620,62.58646943,0.02509953,0.02354026,0.99060881,0.99068975,1011.50000000,1011.50000000,1449.00000000,1449.00000000,69.42707062,69.43589783,76.06253710,76.07310044
621,62.68741374,0.02309787,0.02073451,0.99068320,0.99075657,1012.00000000,1012.00000000,1449.00000000,1449.00000000,69.43518829,69.44318390,76.06510958,76.07466588
622,62.78835804,0.02086731,0.01794319,0.99075025,0.99081427,1012.50000000,1012.50000000,1449.00000000,1449.00000000,69.48367310,69.49066162,76.11180302,76.12016055
623,62.88930235,0.01857005,0.01536182,0.99080992,0.99086356,1013.00000000,1013.00000000,1450.00000000,1450.00000000,69.53137970,69.53724670,76.17186529,76.17889137
624,62.99024665,0.01636232,0.01313704,0.99086231,0.99090570,1013.00000000,1013.00000000,1450.00000000,1450.00000000,69.53710175,69.54183960,76.17871521,76.18438290
625,63.09119096,0.01437173,0.01135214,0.99090832,0.99094200,1013.50000000,1013.50000000,1450.00000000,1450.00000000,69.58330536,69.58700562,76.22267589,76.22709392
626,63.19213526,0.01268400,0.01002748,0.99094886,0.99097401,1014.00000000,1014.00000000,1450.00000000,1450.00000000,69.62894440,69.63169098,76.26593979,76.26923489
627,63.29307957,0.01133382,0.00912678,0.99098498,0.99100316,1014.00000000,1014.00000000,1450.00000000,1450.00000000,69.63288116,69.63485718,76.27065150,76.27302438
628,63.39402387,0.01031551,0.00858116,0.99101788,0.99103045,1014.50000000,1014.50000000,1450.00000000,1450.00000000,69.67769623,69.67905426,76.32010374,76.32173032
629,63.49496818,0.00959083,0.00830593,0.99104834,0.99105686,1014.50000000,1014.50000000,1450.00000000,1450.00000000,69.68101501,69.68194580,76.32407798,76.32518444
630,63.59591249,0.00910184,0.00821702,0.99107724,0.99108297,1014.50000000,1014.50000000,1450.00000000,1450.00000000,69.68416595,69.68479919,76.32784236,76.32859681
631,63.69685679,0.00878344,0.00824282,0.99110508,0.99110907,1015.00000000,1015.00000000,1450.00000000,1450.00000000,69.68721008,69.68763733,76.32431066,76.32482209
632,63.79780110,0.00857300,0.00833018,0.99113220,0.99113548,1015.00000000,1015.00000000,1450.00000000,1450.00000000,69.69016266,69.69055176,76.32784011,76.32830105
633,63.89874540,0.00841509,0.00844419,0.99115878,0.99116212,1015.50000000,1015.50000000,1450.00000000,1450.00000000,69.73430634,69.73467255,76.36930019,76.36973605
634,63.99968971,0.00826258,0.00856434,0.99118489,0.99118918,1015.50000000,1015.50000000,1451.00000000,1451.00000000,69.73715210,69.73760986,76.37988809,76.38042426
635,64.10063401,0.00807945,0.00868294,0.99121028,0.99121648,1016.00000000,1016.00000000,1451.00000000,1451.00000000,69.78115845,69.78184509,76.42116733,76.42199770
636,64.20157832,0.00783901,0.00879979,0.99123496,0.99124420,1016.00000000,1016.00000000,1451.00000000,1451.00000000,69.78383636,69.78485107,76.42437871,76.42559445
637,64.30252262,0.00752329,0.00891828,0.99125856,0.99127215,1016.00000000,1016.00000000,1451.00000000,1451.00000000,69.78643799,69.78791809,76.42748041,76.42924940
638,64.40346693,0.00712096,0.00903890,0.99128091,0.99130052,1016.50000000,1016.50000000,1451.00000000,1451.00000000,69.83008575,69.83225250,76.47553446,76.47812524
639,64.50441123,0.00663517,0.00917402,0.99130166,0.99132919,1016.50000000,1016.50000000,1451.00000000,1451.00000000,69.83236694,69.83538055,76.47825057,76.48185594
640,64.60535554,0.00607063,0.00931781,0.99132067,0.99135834,1017.00000000,1017.00000000,1451.00000000,1451.00000000,69.87567139,69.87980652,76.51869564,76.52362495
641,64.70629985,0.00544389,0.00946925,0.99133766,0.99138790,1017.00000000,1017.00000000,1451.00000000,1451.00000000,69.87754059,69.88304138,76.52092563,76.52749871
642,64.80724415,0.00477934,0.00962430,0.99135250,0.99141788,1017.50000000,1017.50000000,1451.00000000,1451.00000000,69.92037964,69.92754364,76.56080872,76.56935974
643,64.90818846,0.00410798,0.00977641,0.99136531,0.99144828,1017.50000000,1017.50000000,1451.00000000,1451.00000000,69.92179871,69.93087006,76.56248473,76.57333366
644,65.00913276,0.00346402,0.00991689,0.99137604,0.99147910,1018.00000000,1018.00000000,1452.00000000,1452.00000000,69.92296600,69.93424988,76.57109717,76.58457947
645,65.11007707,0.00288386,0.01003577,0.99138498,0.99151021,1018.00000000,1018.00000000,1452.00000000,1452.00000000,69.92393494,69.93766785,76.57225421,76.58866282
646,65.21102137,0.00240364,0.01012148,0.99139243,0.99154150,1018.50000000,1018.50000000,1452.00000000,1452.00000000,69.96599579,69.98234558,76.61119354,76.63072889
647,65.31196568,0.00205769,0.01016167,0.99139881,0.99157292,1018.50000000,1018.50000000,1452.00000000,1452.00000000,69.96669769,69.98579407,76.61202323,76.63483679
648,65.41290998,0.00187697,0.01014360,0.99140459,0.99160427,1019.00000000,1019.00000000,1452.00000000,1452.00000000,70.00856018,70.03045654,76.65070184,76.67687723
649,65.51385429,0.00188817,0.01005498,0.99141043,0.99163520,1019.00000000,1019.00000000,1452.00000000,1452.00000000,70.00919342,70.03385162,76.65146502,76.68092655
650,65.61479860,0.00211238,0.00988537,0.99141693,0.99166566,1019.50000000,1019.50000000,1452.00000000,1452.00000000,70.05114746,70.07843781,76.69025274,76.72285711
651,65.71574290,0.00256284,0.00962841,0.99142480,0.99169523,1019.50000000,1019.50000000,1452.00000000,1452.00000000,70.05200958,70.08169556,76.69127524,76.72674721
652,65.81668721,0.00324337,0.00928388,0.99143475,0.99172372,1020.00000000,1020.00000000,1452.00000000,1452.00000000,70.09431458,70.12607574,76.73771214,76.77565037
653,65.91763151,0.00414143,0.00886205,0.99144739,0.99175084,1020.00000000,1020.00000000,1452.00000000,1452.00000000,70.09571075,70.12905121,76.73937183,76.77920545
654,66.01857582,0.00522758,0.00838612,0.99146342,0.99177647,1020.50000000,1020.50000000,1453.00000000,1453.00000000,70.13871002,70.17312622,76.78662153,76.82774008
655,66.11952012,0.00645326,0.00789338,0.99148309,0.99180061,1020.50000000,1020.50000000,1453.00000000,1453.00000000,70.14086151,70.17578888,76.78919569,76.83091790
656,66.22046443,0.00775210,0.00743354,0.99150676,0.99182326,1021.00000000,1021.00000000,1453.00000000,1453.00000000,70.14347076,70.17826080,76.78507976,76.82663935
657,66.32140873,0.00904507,0.00706616,0.99153429,0.99184477,1021.00000000,1021.00000000,1453.00000000,1453.00000000,70.14649200,70.18062592,76.78869332,76.82946490
658,66.42235304,0.01025290,0.00685677,0.99156541,0.99186563,1021.00000000,1021.00000000,1453.00000000,1453.00000000,70.14992523,70.18291473,76.79279291,76.83219816
659,66.52329735,0.01130687,0.00686646,0.99159974,0.99188644,1021.50000000,1021.50000000,1453.00000000,1453.00000000,70.19493103,70.22646332,76.84242832,76.88010044
660,66.62424165,0.01216353,0.00714349,0.99163663,0.99190807,1021.50000000,1021.50000000,1453.00000000,1453.00000000,70.19899750,70.22884369,76.84729144,76.88295161
661,66.72518596,0.01281684,0.00771518,0.99167538,0.99193144,1021.50000000,1021.50000000,1453.00000000,1453.00000000,70.20324707,70.23140717,76.85236384,76.88601204
662,66.82613026,0.01330493,0.00858216,0.99171561,0.99195737,1022.00000000,1022.00000000,1453.00000000,1453.00000000,70.24891663,70.27552032,76.89556853,76.92734544
663,66.92707457,0.01370881,0.00971673,0.99175692,0.99198669,1022.00000000,1022.00000000,1453.00000000,1453.00000000,70.25347137,70.27873230,76.90100114,76.93117706
664,67.02801887,0.01414164,0.01106544,0.99179953,0.99202001,1022.50000000,1022.50000000,1453.00000000,1453.00000000,70.29942322,70.32367706,76.94452330,76.97349071
665,67.12896318,0.01472828,0.01255545,0.99184382,0.99205774,1022.50000000,1022.50000000,1454.00000000,1454.00000000,70.30429840,70.32781982,76.95760219,76.98569189
666,67.22990748,0.01557917,0.01410287,0.99189061,0.99210012,1023.00000000,1023.00000000,1454.00000000,1454.00000000,70.35070801,70.37377167,77.00164744,77.02920009
667,67.33085179,0.01676199,0.01562106,0.99194086,0.99214697,1023.50000000,1023.50000000,1454.00000000,1454.00000000,70.39750671,70.42023468,77.05342365,77.08056670
668,67.43179610,0.01827791,0.01702700,0.99199557,0.99219793,1024.00000000,1024.00000000,1454.00000000,1454.00000000,70.40352631,70.42582703,77.05336498,77.07998567
669,67.53274040,0.02004873,0.01824468,0.99205554,0.99225247,1024.00000000,1024.00000000,1454.00000000,1454.00000000,70.41012573,70.43183899,77.06123761,77.08716304
670,67.63368471,0.02191916,0.01920595,0.99212098,0.99230981,1025.00000000,1025.00000000,1454.00000000,1454.00000000,70.49991608,70.52072906,77.15294993,77.17779398
671,67.73462901,0.02367599,0.01985036,0.99219155,0.99236900,1025.00000000,1025.00000000,1455.00000000,1455.00000000,70.50768280,70.52727509,77.16951397,77.19290152
672,67.83557332,0.02508139,0.02012601,0.99226618,0.99242884,1026.00000000,1026.00000000,1455.00000000,1455.00000000,70.59851074,70.61645508,77.25516029,77.27658440
