,"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
626,63.53326144,0.06121267,0.06116386,0.00192695,0.00192541,2.99804688,2.99804688,0.00511585,0.00511191,683.50000000,683.50000000,5928.57432929,5924.00643017,1165.30137119,1165.28448070,123.06671143,123.06671143,204.26992246,204.26804056
627,64.19647568,0.02221958,0.02224583,0.00069224,0.00069305,3.00000000,3.00000000,0.00184020,0.00184242,689.00000000,689.00000000,2174.47663446,2177.10509513,1167.84239520,1167.82358573,124.05700684,124.05700684,205.15146751,205.14937181
628,65.34088382,0.06540705,0.06551763,0.00200203,0.00200541,3.00000000,3.00000000,0.00533376,0.00534292,689.00000000,689.00000000,6515.04420549,6526.23450900,1168.77300476,1168.75533474,124.05700684,124.05700684,205.25515335,205.25318461
629,66.46591608,0.05036983,0.05029221,0.00151566,0.00151332,3.00195312,3.00195312,0.00404655,0.00404043,691.50000000,691.50000000,5103.60810548,5095.88003772,1171.55681930,1171.54396716,124.64782715,124.64782715,206.11606998,206.11463519
630,67.32068458,0.03117903,0.03131026,0.00092628,0.00093018,3.00390625,3.00390625,0.00247694,0.00248743,694.50000000,694.50000000,3199.77087628,3213.32535247,1173.73292915,1173.71680870,125.18859863,125.18859863,206.73215901,206.73035778
631,67.39692625,0.02648501,0.02663114,0.00078594,0.00079028,3.00585938,3.00585938,0.00210195,0.00211360,697.00000000,697.00000000,2721.12226571,2736.20965008,1175.09521309,1175.08487880,125.49743652,125.49743652,206.92143276,206.92027939
632,67.60672781,0.02277239,0.02283921,0.00067367,0.00067565,3.00585938,3.00585938,0.00180238,0.00180772,700.00000000,700.00000000,2346.96304414,2353.91323866,1176.25247379,1176.24856303,126.03759766,126.03759766,207.37672951,207.37629304
633,67.81524194,0.02887088,0.02874956,0.00085146,0.00084788,3.00585938,3.00585938,0.00227891,0.00226939,700.00000000,700.00000000,2984.66227136,2972.19994942,1177.24969533,1177.24873976,126.03759766,126.03759766,207.48802616,207.48791951
634,68.02454886,0.04900981,0.04889117,0.00144094,0.00143746,3.00781250,3.00781250,0.00385813,0.00384890,702.50000000,702.50000000,5082.25504832,5070.08923767,1178.51665555,1178.51041371,126.63065592,126.63065592,208.18209579,208.18139776
635,68.51094521,0.01730861,0.01727343,0.00050528,0.00050425,3.00976562,3.00976562,0.00135408,0.00135136,705.50000000,705.50000000,1807.71526056,1804.08933449,1180.67089507,1180.65951250,127.17142741,127.17142741,208.96106154,208.95978654
636,69.15099593,0.04205965,0.04190975,0.00121646,0.00121212,3.00976562,3.00976562,0.00326368,0.00325214,705.50000000,705.50000000,4433.75734359,4418.07472008,1181.43619283,1181.42328308,127.17142741,127.17142741,209.04678552,209.04533945
637,69.17329552,0.02977493,0.02961997,0.00086088,0.00085640,3.01171875,3.00976562,0.00230978,0.00229782,708.00000000,708.00000000,3139.76379614,3123.50778205,1183.31113198,1183.29161601,127.62207031,127.62207031,209.52794950,209.52644549
638,69.31896579,0.01751353,0.01765674,0.00050530,0.00050943,3.01171875,3.01171875,0.00135610,0.00136723,708.00000000,708.00000000,1850.68947643,1865.87345059,1184.63707475,1184.61071931,127.62207031,127.62207031,209.67647160,209.67351946
639,70.06911382,0.01409744,0.01407374,0.00040239,0.00040171,3.01171875,3.01171875,0.00108133,0.00107955,711.00000000,711.00000000,1505.82559789,1503.33452736,1185.41793826,1185.39800479,128.16284180,128.16284180,210.09013451,210.08790171
640,70.86440883,0.04045302,0.04017465,0.00114170,0.00113385,3.01171875,3.01171875,0.00307236,0.00305130,711.00000000,711.00000000,4370.05503808,4340.10023794,1186.05291363,1186.03194066,128.16284180,128.16284180,210.16125966,210.15891043
641,71.26168959,0.02367479,0.02372976,0.00066445,0.00066599,3.01367188,3.01367188,0.00178928,0.00179348,713.50000000,713.50000000,2571.87568266,2577.91699209,1187.89375324,1187.86020411,128.61348470,128.61348470,210.73082535,210.72706096
642,71.33425025,0.01935973,0.01921077,0.00054279,0.00053861,3.01367188,3.01367188,0.00146185,0.00145064,713.50000000,713.50000000,2105.25716409,2089.11513879,1188.97579650,1188.94481853,128.61348470,128.61348470,210.85223646,210.84876057
643,71.78398195,0.04433883,0.04421450,0.00123534,0.00123188,3.01562500,3.01562500,0.00332962,0.00332037,716.50000000,716.50000000,4851.98640306,4838.51111029,1189.86079094,1189.82305266,129.22714233,129.22714233,211.39562786,211.39139109
644,72.03037415,0.00988701,0.00987533,0.00027452,0.00027420,3.01562500,3.01562500,0.00074023,0.00073938,719.00000000,719.00000000,1085.64663878,1084.39318193,1191.89793532,1191.85460848,129.67803955,129.67803955,211.89583735,211.89097317
645,73.17436232,0.02123058,0.02136325,0.00058027,0.00058390,3.01562500,3.01562500,0.00156770,0.00157754,719.00000000,719.00000000,2368.25622132,2383.11950550,1192.35327603,1192.30944009,129.67803955,129.67803955,211.94695714,211.94203581
646,74.58932494,0.01815176,0.01800008,0.00048671,0.00048264,3.01757812,3.01757812,0.00131801,0.00130703,719.00000000,719.00000000,2063.96930401,2046.77765013,1193.34596454,1193.30839285,129.82432048,129.82432048,212.34261468,212.33838829
647,75.41775587,0.01482440,0.01488599,0.00039313,0.00039476,3.01757812,3.01757812,0.00106602,0.00107048,719.00000000,719.00000000,1704.34844163,1711.47562622,1194.21043388,1194.16569122,129.82432048,129.82432048,212.43985766,212.43482462
648,80.13980868,0.01500517,0.01513416,0.00037447,0.00037769,3.01757812,3.01757812,0.00102297,0.00103179,722.00000000,722.00000000,1833.14609222,1848.95424614,1194.92380880,1194.88207524,130.36600749,130.36600749,212.84599330,212.84129875
649,80.96792535,0.01932984,0.01916638,0.00047747,0.00047343,3.01757812,3.01757812,0.00130595,0.00129494,722.00000000,722.00000000,2385.88258926,2365.77112203,1195.69061840,1195.65552228,130.36600749,130.36600749,212.93225067,212.92830276
650,82.39590656,0.01581448,0.01569039,0.00038387,0.00038085,3.01953125,3.01953125,0.00105215,0.00104392,722.00000000,722.00000000,1986.40813435,1970.87432731,1196.68790314,1196.64443302,130.36600749,130.36600749,213.26015732,213.25525933
651,83.85765715,0.04004316,0.04024898,0.00095503,0.00095994,3.01953125,3.01953125,0.00262322,0.00263677,725.00000000,725.00000000,5118.92625621,5145.37547354,1197.51757634,1197.46765026,130.90769450,130.90769450,213.67949995,213.67387453
652,86.30044450,0.01454561,0.01451187,0.00033709,0.00033631,3.01953125,3.01953125,0.00092911,0.00092698,725.00000000,725.00000000,1913.60738641,1909.21915591,1199.65297978,1199.61416668,130.90769450,130.90769450,213.92010632,213.91573305
653,93.78351318,0.01097902,0.01109139,0.00023414,0.00023653,3.01953125,3.01953125,0.00065178,0.00065847,725.00000000,725.00000000,1569.63142560,1585.74024039,1200.45028189,1200.40966676,130.90769450,130.90769450,214.00994225,214.00536594
654,98.41934526,0.01336645,0.01327720,0.00027162,0.00026981,3.02148438,3.02148438,0.00076047,0.00075541,727.50000000,727.50000000,2005.41611860,1992.07848052,1201.10387174,1201.06998476,131.21109009,131.21109009,214.11193686,214.10812307
655,102.33545137,0.01054428,0.01030796,0.00020607,0.00020145,3.02148438,3.02148438,0.00057961,0.00056664,727.50000000,727.50000000,1644.94261697,1608.12017468,1201.93840393,1201.89899191,131.21109009,131.21109009,214.20585880,214.20142320
656,105.29966861,0.01085022,0.01064521,0.00020608,0.00020219,3.02148438,3.02148438,0.00058159,0.00057061,727.50000000,727.50000000,1741.69962994,1708.83729191,1202.62249665,1202.56779723,131.21109009,131.21109009,214.28284961,214.27669350
657,107.34422662,0.01055845,0.01053649,0.00019672,0.00019631,3.02148438,3.02148438,0.00055642,0.00055528,727.50000000,727.50000000,1727.77246270,1724.22644997,1203.34640444,1203.27808267,131.21109009,131.21109009,214.36432139,214.35663216
658,112.48860262,0.00632299,0.00628726,0.00011242,0.00011178,3.02148438,3.02148438,0.00031972,0.00031792,727.50000000,727.50000000,1084.27258365,1078.17618981,1204.06409362,1203.99433997,131.21109009,131.21109009,214.44509330,214.43724291
659,113.45144096,0.01116007,0.01120106,0.00019674,0.00019746,3.02148438,3.02148438,0.00056007,0.00056214,727.50000000,727.50000000,1930.12188433,1937.26289826,1204.51426481,1204.44200644,131.21109009,131.21109009,214.49575755,214.48762527
