"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambda (lambda),lambda (gamma),"wlog (lambda), K","wlog (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
41.59339788,0.47026754,0.47026754,3.14129210,3.14129210,512.50000000,512.50000000,952.50000000,952.50000000,94.04136658,94.04136658,169.03337077,169.03337077
41.66271855,0.46299768,0.46299768,3.14283276,3.14283276,514.50000000,514.50000000,953.50000000,953.50000000,94.44614410,94.44614410,169.50346231,169.50346231
41.73203921,0.44980596,0.44980596,3.14432716,3.14432716,516.00000000,516.00000000,954.50000000,954.50000000,94.74033356,94.74033356,169.83202128,169.83202128
41.80135987,0.43187189,0.43187189,3.14575958,3.14575958,518.00000000,518.00000000,955.50000000,955.50000000,95.08891296,95.08891296,170.19390783,170.19390783
41.87068054,0.41101790,0.41101790,3.14712048,3.14712048,519.50000000,519.50000000,956.50000000,956.50000000,95.38162231,95.38162231,170.51263110,170.51263110
41.94000120,0.38969980,0.38969980,3.14840865,3.14840865,521.00000000,521.00000000,957.50000000,957.50000000,95.67347717,95.67347717,170.88751100,170.88751100
42.00932186,0.37049414,0.37049414,3.14963150,3.14963150,522.50000000,522.50000000,958.00000000,958.00000000,95.96459198,95.96459198,171.13523401,171.13523401
42.07864253,0.35570372,0.35570372,3.15080333,3.15080333,524.00000000,524.00000000,959.00000000,959.00000000,96.25512695,96.25512695,171.50182418,171.50182418
42.14796319,0.34700401,0.34700401,3.15194488,3.15194488,525.00000000,525.00000000,959.50000000,959.50000000,96.49021149,96.49021149,171.76778316,171.76778316
42.21728385,0.34518370,0.34518370,3.15307832,3.15307832,526.50000000,526.50000000,960.50000000,960.50000000,96.78041840,96.78041840,172.13063675,172.13063675
42.28660452,0.35001349,0.35001349,3.15422583,3.15422583,528.00000000,528.00000000,961.00000000,961.00000000,97.07086182,97.07086182,172.43098589,172.43098589
42.35592518,0.36025921,0.36025921,3.15540504,3.15540504,529.50000000,529.50000000,962.00000000,962.00000000,97.36178589,97.36178589,172.73154060,172.73154060
42.42524584,0.37383846,0.37383846,3.15662670,3.15662670,531.00000000,531.00000000,962.50000000,962.50000000,97.65332794,97.65332794,173.03289924,173.03289924
42.49456651,0.38810472,0.38810472,3.15789294,3.15789294,532.50000000,532.50000000,963.50000000,963.50000000,97.94552612,97.94552612,173.39809717,173.39809717
42.56388717,0.40022444,0.40022444,3.15919662,3.15919662,534.00000000,534.00000000,964.50000000,964.50000000,98.23831940,98.23831940,173.76427978,173.76427978
42.63320783,0.40759452,0.40759452,3.16052222,3.16052222,536.00000000,536.00000000,965.00000000,965.00000000,98.58663940,98.58663940,174.03802660,174.03802660
42.70252849,0.40823249,0.40823249,3.16184759,3.16184759,537.50000000,537.50000000,966.00000000,966.00000000,98.87987518,98.87987518,174.33908572,174.33908572
