"freqs, THz","a2f (lambda), THz","a2f (gamma), THz",lambdas (lambda),lambdas (gamma),lambda (lambda),lambda (gamma),"lambda (lambda, not smooth)","lambda (gamma, not smooth)","wlogs (lambda), K","wlogs (gamma), K","wlog (lambda), K","wlog (gamma), K","w2s (lambda), K","w2s (gamma), K","w2 (lambda), K","w2 (gamma), K","Tc_McM (lambda), K","Tc_McM (gamma), K","Tc_AD (lambda), K","Tc_AD (gamma), K"
51.24928153,0.03217660,0.03205260,0.00125569,0.00125085,2.81054688,2.81054688,9.36718750,9.36718750,0.00336730,0.00335425,500.00000000,500.00000000,2609.01712706,2598.91092902,999.51693141,999.52851850,87.43286133,87.43286133,155.31105499,155.31221163
51.43447281,0.02434840,0.02434179,0.00094677,0.00094652,2.81250000,2.81250000,9.36718750,9.36718750,0.00254007,0.00253933,502.00000000,502.00000000,1981.40707912,1980.82992192,1000.82121945,1000.82774253,87.78259277,87.78259277,155.69063222,155.69128371
51.62245918,0.03266974,0.03270505,0.00126572,0.00126709,2.81250000,2.81250000,9.36718750,9.36718750,0.00339734,0.00340095,502.00000000,502.00000000,2668.29203811,2671.12315777,1001.81062102,1001.81684960,87.78259277,87.78259277,155.78944921,155.79007129
51.69160008,0.04224458,0.04234493,0.00163449,0.00163837,2.81445312,2.81445312,9.36718750,9.36718750,0.00438791,0.00439825,504.00000000,504.00000000,3454.93579299,3463.07333115,1003.14147179,1003.14910322,88.13232422,88.13232422,156.17160798,156.17237058
51.76096227,0.03456354,0.03444844,0.00133551,0.00133106,2.81445312,2.81640625,9.36718750,9.36718750,0.00358589,0.00357388,506.00000000,506.00000000,2830.54185213,2821.05921613,1004.86205432,1004.87372173,88.48205566,88.53352865,156.56548104,156.68487262
52.00076399,0.03757528,0.03768185,0.00144518,0.00144928,2.81640625,2.81640625,9.37500000,9.37500000,0.00388267,0.00389361,508.00000000,508.00000000,3091.44108592,3100.14731421,1006.26949177,1006.27643113,88.88346354,88.88346354,157.04646454,157.04715877
52.16036516,0.02989316,0.02976623,0.00114620,0.00114134,2.81835938,2.81835938,9.37500000,9.37500000,0.00308063,0.00306749,510.00000000,510.00000000,2466.95622023,2456.43225577,1007.80441116,1007.81565931,89.23339844,89.23339844,157.47101879,157.47214519
52.34016188,0.04303901,0.04300871,0.00164459,0.00164343,2.81835938,2.82031250,9.37500000,9.37500000,0.00442208,0.00441887,512.00000000,512.00000000,3564.07041851,3561.49033718,1009.02759495,1009.03361461,89.58333333,89.58333333,157.81526821,157.97062830
52.65538432,0.04434960,0.04443082,0.00168452,0.00168761,2.82031250,2.82031250,9.37500000,9.37500000,0.00453293,0.00454114,514.00000000,514.00000000,3694.71989554,3701.41237907,1010.79214371,1010.79687660,89.93326823,89.93326823,158.36879682,158.36927141
52.92416831,0.04906158,0.04911991,0.00185403,0.00185624,2.82226562,2.82226562,9.37500000,9.37500000,0.00499231,0.00499815,516.00000000,516.00000000,4108.13353252,4112.93588210,1012.61813024,1012.62615912,90.28320312,90.28320312,158.80062809,158.80143363
52.97884422,0.03802265,0.03800110,0.00143539,0.00143458,2.82421875,2.82421875,9.38281250,9.38281250,0.00386555,0.00386328,518.00000000,518.00000000,3187.08652094,3185.21663991,1014.64457384,1014.65495318,90.63313802,90.63313802,159.25251325,159.25355517
53.11758006,0.04818306,0.04813578,0.00181420,0.00181242,2.82617188,2.82617188,9.38281250,9.38281250,0.00488734,0.00488244,520.00000000,520.00000000,4049.31551730,4045.26189283,1016.21390354,1016.22334683,91.08886719,91.08886719,159.89054779,159.89149825
53.22363152,0.02413993,0.02419598,0.00090711,0.00090922,2.82812500,2.82812500,9.38281250,9.38281250,0.00244432,0.00244995,524.00000000,524.00000000,2032.77627047,2037.45495682,1018.20430821,1018.21174249,91.78955078,91.78955078,160.56066220,160.56141086
53.37765030,0.04735628,0.04724572,0.00177439,0.00177024,2.82812500,2.82812500,9.38281250,9.38281250,0.00478305,0.00477179,524.00000000,524.00000000,3999.31894416,3989.90225526,1019.20203568,1019.21175793,91.78955078,91.78955078,160.66113625,160.66211531
53.37775168,0.04576009,0.04574401,0.00171458,0.00171397,2.83007812,2.83007812,9.38281250,9.38281250,0.00462182,0.00462011,528.00000000,528.00000000,3864.52516680,3863.09031655,1021.16213623,1021.16722908,92.49023438,92.49023438,161.43426286,161.43477616
53.53011393,0.03708676,0.03705744,0.00138564,0.00138455,2.83203125,2.83203125,9.39062500,9.39062500,0.00373650,0.00373347,530.50000000,530.50000000,3140.98652254,3138.44050927,1023.05260551,1023.05698770,92.92816162,92.92816162,161.99871453,161.99915707
53.79694177,0.01796602,0.01804878,0.00066792,0.00067100,2.83398438,2.83398438,9.39062500,9.39062500,0.00180224,0.00181051,532.50000000,532.50000000,1529.17930917,1536.19273576,1024.58656060,1024.58969377,93.38684082,93.38684082,162.56565900,162.56597579
53.81434135,0.05445207,0.05445570,0.00202370,0.00202384,2.83398438,2.83398438,9.39062500,9.39062500,0.00546077,0.00546102,532.50000000,532.50000000,4636.19190580,4636.40870772,1025.33253117,1025.33908212,93.38684082,93.38684082,162.64108220,162.64174454
